id,nombre_comun,vegetacion,edad,pb,pap,dap,dap2,papdel,papgrueso,altura_fuste,altura_arbol,diferencia,diametro_copa,fuste,tallos,raiz,raiz_expuesta,copa,densidad_copa,vitalidad,norte,este
765,"Acacia amarilla, Acacia siamea",Arbol,Maduro,2.87,2.31,0.74,0.74,0,0,2.3,18,15.7,22,0,1,0,0,0,"Medio (34 - 66%)",Regular,873200,1057140
766,Guayabo,Arbusto,Maduro,0.71,0.39,0.12,0.12,0,0,1.9,5,3.1,4.5,0,1,0,0,0,"Medio (34 - 66%)",Regular,873192,1057130
767,"Palma botella, Palma imperial, Mapora",Palma,Maduro,1.73,0.94,0.3,0.3,0,0,4.5,6.5,2,5,0,1,0,0,0,"Medio (34 - 66%)",Sano,873190,1057130
768,"Acacia robinia",Arbol,Maduro,0.9,0,0.18,0.18,0.54,0.6,4.5,7,2.5,8.5,0,2,0,0,0,"Alto (67 - 100%)",Regular,873197,1057150
769,"Acacia robinia",Arbol,Juvenil,0.9,0,0.15,0.15,0.23,0.7,2.5,6,3.5,8,0,4,0,0,0,"Alto (67 - 100%)",Regular,873195,1057150
770,"Acacia robinia",Arbol,Juvenil,0.85,0,0.21,0.21,0.67,0.67,2,7,5,10,0,2,0,0,0,"Alto (67 - 100%)",Regular,873196,1057150
771,"Acacia robinia",Arbol,Maduro,0.55,0,0.11,0.11,0.18,0.5,1.2,3.5,2.3,6,0,3,0,0,0,"Alto (67 - 100%)",Regular,873191,1057160
772,"Acacia robinia",Arbol,Juvenil,1.51,0,0.31,0.31,0.76,1.18,3,7.5,4.5,10,0,3,0,0,0,"Alto (67 - 100%)",Regular,873193,1057150
773,"Acacia robinia",Arbol,Maduro,0.61,0,0.11,0.11,0.21,0.49,2,5,3,6,0,2,0,0,0,"Medio (34 - 66%)",Regular,873195,1057160
774,"Acacia robinia",Arbol,Maduro,0.71,0,0.11,0.11,0.3,0.42,2.7,4.5,1.8,8,0,2,0,0,0,"Medio (34 - 66%)",Regular,873195,1057170
775,"Acacia robinia",Arbol,Maduro,0.64,0,0.11,0.11,0.32,0.4,2.2,5,2.8,7,0,2,0,0,0,"Bajo (0 - 33%)",Regular,873197,1057160
776,"Acacia robinia",Arbol,Maduro,1.08,0,0.21,0.21,0.62,0.68,4,8,4,10,0,2,0,0,0,"Medio (34 - 66%)",Regular,873196,1057160
777,Carbonero,Arbol,Maduro,0.75,0,0.1,0.1,0.23,0.42,5,6.5,1.5,7,0,2,0,0,0,"Medio (34 - 66%)",Regular,873198,1057160
778,"Acacia robinia",Arbol,Maduro,1.16,0,0.21,0.21,0.41,0.89,3,7.5,4.5,10,0,2,0,0,0,"Medio (34 - 66%)",Regular,873199,1057150
779,"Acacia robinia",Arbol,Maduro,1.19,0,0.23,0.23,0.62,0.85,5,8,3,12,0,2,0,0,0,"Medio (34 - 66%)",Regular,873196,1057140
780,"Acacia robinia",Arbol,Maduro,1.44,0,0.27,0.27,0.75,0.94,2.5,10,7.5,12,0,2,0,0,0,"Alto (67 - 100%)",Regular,873207,1057150
781,"Acacia amarilla, Acacia siamea",Arbol,Maduro,1.7,0,0.28,0.28,0.7,1.05,4,11,7,11,0,2,0,0,0,"Medio (34 - 66%)",Regular,873190,1057170
782,Chiminango,Arbol,Maduro,0.78,0,0.14,0.14,0.22,0.65,3,7,4,10,0,2,0,0,0,"Bajo (0 - 33%)",Regular,873190,1057200
783,Guacimo,Arbol,Maduro,1.5,1.33,0.42,0.42,0,0,3,8,5,14,0,1,0,0,0,"Bajo (0 - 33%)",Regular,873171,1057240
784,Guacimo,Arbol,Maduro,2.11,0,0.33,0.33,0.59,1.48,3.5,8.5,5,12,0,3,0,0,0,"Alto (67 - 100%)",Regular,873220,1057160
785,Gualanday,Arbol,Maduro,0.76,0.58,0.18,0.18,0,0,3,6.5,3.5,6,0,1,0,0,0,"Medio (34 - 66%)",Regular,873217,1057160
786,Leucaena,Arbol,Maduro,1.08,0.95,0.3,0.3,0,0,2,5,3,10,0,1,0,0,0,"Bajo (0 - 33%)",Regular,873217,1057170
787,"Acacia amarilla, Acacia siamea",Arbol,Maduro,1.89,0,0.15,0.15,0.25,0.72,3.5,12,8.5,8,0,5,0,0,0,"Bajo (0 - 33%)",Muerto,873222,1057160
788,"Acacia amarilla, Acacia siamea",Arbol,Maduro,0.87,0.67,0.21,0.21,0,0,3,11,8,10,0,1,0,0,0,"Bajo (0 - 33%)",Muerto,873226,1057160
789,"Orejero, Pinon de oreja",Arbol,Maduro,1.82,1.73,0.55,0.55,0,0,7,14,7,22,0,1,0,0,0,"Bajo (0 - 33%)",Regular,873224,1057160
790,Guacimo,Arbol,Maduro,2.01,0,0.21,0.21,0.44,0.91,1.6,8,6.4,12,0,3,0,0,0,"Alto (67 - 100%)",Regular,873226,1057160
791,"Palo blanco",Arbol,Maduro,1.75,0,0.12,0.12,0.31,0.45,1.7,5,3.3,7.5,0,4,0,0,0,"Medio (34 - 66%)",Regular,873222,1057180
792,Guacimo,Arbol,Maduro,1.92,0,0.28,0.28,0.64,1.15,2,9,7,12,0,4,0,0,0,"Medio (34 - 66%)",Regular,873222,1057180
793,Guacimo,Arbol,Maduro,0.9,0,0.19,0.19,0.58,0.63,3.5,9,5.5,10,0,2,0,0,0,"Medio (34 - 66%)",Regular,873225,1057170
794,Chiminango,Arbol,Maduro,2.24,0,0.28,0.28,0.6,1.16,5,7.5,2.5,14,0,3,0,0,0,"Bajo (0 - 33%)",Regular,873232,1057170
795,Leucaena,Arbol,Maduro,1.16,1.05,0.33,0.33,0,0,4.5,11,6.5,12,0,1,0,0,0,"Bajo (0 - 33%)",Regular,873232,1057160
796,"Chirlobirlo, Floramarillo",Arbusto,Maduro,1.65,0,0.16,0.16,0.28,0.73,1,4.5,3.5,7,0,4,0,0,0,"Bajo (0 - 33%)",Regular,873226,1057150
797,Guacimo,Arbol,Maduro,0.84,0.63,0.2,0.2,0,0,2,8,6,10,0,1,0,0,0,"Medio (34 - 66%)",Regular,873224,1057150
798,Guacimo,Arbol,Juvenil,1.64,0,0.26,0.26,0.75,0.91,3,9,6,16,0,2,0,0,0,"Medio (34 - 66%)",Regular,873229,1057150
799,Guacimo,Arbol,Juvenil,1.65,0,0.31,0.31,0.45,1.49,2.5,10,7.5,15,0,2,0,0,0,"Medio (34 - 66%)",Regular,873228,1057140
800,Guacimo,Arbol,Maduro,1.69,0,0.22,0.22,0.68,0.73,2,10,8,15,0,3,0,0,0,"Medio (34 - 66%)",Regular,873225,1057130
801,"Acacia amarilla, Acacia siamea",Arbol,Maduro,1.3,0,0.2,0.2,0.56,0.68,2.5,6,3.5,4.5,0,2,0,0,0,"Bajo (0 - 33%)",Muerto,873208,1057100
802,Chiminango,Arbol,Maduro,1.19,0.9,0.29,0.29,0,0,3,6,3,5.5,0,1,0,0,0,"Bajo (0 - 33%)",Regular,873209,1057090
803,"Ficus ovalis, Caucho ovalis",Arbol,Maduro,1.33,0.94,0.3,0.3,0,0,2.5,15,12.5,13,0,1,0,0,0,"Medio (34 - 66%)",Regular,873206,1057090
804,Gualanday,Arbol,Maduro,2.33,0,0.34,0.34,0.36,1.78,2,14,12,10,0,3,0,0,0,"Medio (34 - 66%)",Regular,873207,1057080
805,"Limon swinglea, Swinglea",Arbol,Maduro,0.6,0,0.1,0.1,0.28,0.34,2.7,6.5,3.8,7,0,2,0,0,0,"Medio (34 - 66%)",Regular,873125,1057120
806,Urapan,Arbol,Maduro,0.97,0.85,0.27,0.27,0,0,2.7,10.5,7.8,10,0,1,0,0,0,"Medio (34 - 66%)",Regular,873131,1057130
807,"Ceiba, Ceiba bruja, Ceiba de lana, Bonga",Arbol,Maduro,3.62,3.67,1.17,1.17,0,0,4,14,10,25,0,1,0,0,0,"Bajo (0 - 33%)",Regular,873133,1057130
808,"Cerezo, Mirto, Azahar",Arbusto,Maduro,0.6,0,0.07,0.07,0.18,0.26,2,4.5,2.5,5,0,3,0,0,0,"Medio (34 - 66%)",Regular,873134,1057130
809,Guacimo,Arbol,Maduro,2.75,0,0.29,0.29,0.7,1.1,6.5,10,3.5,10,0,3,0,0,0,"Bajo (0 - 33%)",Muerto,873275,1056880
810,"Guayacan rosado",Arbol,Maduro,0.57,0,0.07,0.07,0.2,0.27,2.3,4.1,1.8,2.5,0,2,0,0,0,"Alto (67 - 100%)",Regular,873250,1056830
811,"Nacedero, Madre de agua",Arbol,Maduro,0.37,0,0.06,0.06,0.15,0.2,2.3,3.5,1.2,2.8,0,2,0,0,0,"Alto (67 - 100%)",Sano,873251,1056830
812,"Algarrobo, Algarrobo pecueca, Pecueco",Arbol,Maduro,0.32,0.21,0.07,0.07,0,0,2.4,4,1.6,3,0,1,0,0,0,"Alto (67 - 100%)",Regular,873253,1056830
813,"Dracaena roja","Planta arbustiva",Maduro,0.6,0,0.08,0.08,0.21,0.29,1.7,4,2.3,2,0,2,0,0,0,"Alto (67 - 100%)",Sano,873252,1056830
814,Anon,Arbol,Maduro,0.3,0,0.07,0.07,0.2,0.23,1.2,3.4,2.2,3.5,0,2,0,0,0,"Alto (67 - 100%)",Sano,873254,1056830
815,Guacimo,Arbol,Maduro,1.12,0,0.18,0.18,0.32,0.8,5,10,5,10,0,2,0,0,0,"Alto (67 - 100%)",Sano,873389,1056780
816,Guacimo,Arbol,Maduro,2.5,0,0.26,0.26,0.74,0.92,2,11,9,14,0,3,0,0,0,"Alto (67 - 100%)",Regular,873389,1056780
817,Guacimo,Arbol,Maduro,0.55,0.5,0.16,0.16,0,0,1.8,9,7.2,15,0,1,0,0,0,"Medio (34 - 66%)",Sano,873384,1056780
818,Guacimo,Arbol,Maduro,0.84,0,0.15,0.15,0.24,0.72,3.6,12,8.4,12,0,2,0,0,0,"Alto (67 - 100%)",Sano,873383,1056770
819,"Laurel blanco, Laurel Jigua, Laurel colorado y amarillo",Arbol,Maduro,0.7,0.5,0.16,0.16,0,0,1.8,9,7.2,5,0,1,0,0,0,"Medio (34 - 66%)",Regular,873383,1056770
820,"Laurel blanco, Laurel Jigua, Laurel colorado y amarillo",Arbol,Maduro,0.61,0.53,0.17,0.17,0,0,1.8,9,7.2,10,0,1,0,0,0,"Medio (34 - 66%)",Regular,873377,1056780
821,Guacimo,Arbol,Maduro,1.48,0.58,0.18,0.18,0,0,1.8,9,7.2,15,0,1,0,0,0,"Alto (67 - 100%)",Sano,873373,1056780
822,Guacimo,Arbol,Maduro,2.8,0,0.3,0.3,0.91,0.95,2.6,13,10.4,14,0,2,0,0,0,"Alto (67 - 100%)",Regular,873366,1056780
823,"Laurel blanco, Laurel Jigua, Laurel colorado y amarillo",Arbol,Maduro,1.3,0,0.2,0.2,0.35,0.9,4.5,10,5.5,15,0,2,0,0,0,"Alto (67 - 100%)",Regular,873367,1056780
824,"Guamo machete",Arbol,Maduro,0.25,0,0.06,0.06,0.17,0.19,1.9,2.9,1,6,0,2,0,0,0,"Medio (34 - 66%)",Regular,873360,1056780
825,"Palma areca",Palma,Maduro,1.3,0,0.08,0.08,0.2,0.3,1,4,3,4,0,4,0,0,0,"Alto (67 - 100%)",Sano,873369,1056790
826,"Cedro macho",Arbol,Maduro,0.45,0.3,0.1,0.1,0,0,2.5,5.3,2.8,2.8,0,1,0,0,0,"Alto (67 - 100%)",Sano,873368,1056790
827,"Laurel blanco, Laurel Jigua, Laurel colorado y amarillo",Arbol,Maduro,2.2,0,0.22,0.22,0.5,0.89,2.5,5.3,2.8,20,0,3,0,0,0,"Alto (67 - 100%)",Regular,873374,1056790
828,"Laurel blanco, Laurel Jigua, Laurel colorado y amarillo",Arbol,Maduro,1.45,1.09,0.35,0.35,0,0,5.5,15,9.5,15,0,1,0,0,0,"Bajo (0 - 33%)",Muerto,873367,1056780
829,Guacimo,Arbol,Maduro,2,1.7,0.54,0.54,0,0,5,15,10,13.5,0,1,0,0,0,"Alto (67 - 100%)",Regular,873356,1056790
830,"Ficus Higueron, Ficus insipida, Caucho Insipida",Arbol,Maduro,4.8,4.5,1.43,1.43,0,0,5,16,11,20,0,1,0,0,0,"Alto (67 - 100%)",Regular,873337,1056790
831,Guacimo,Arbol,Maduro,1.15,0.98,0.31,0.31,0,0,5,9,4,9,0,1,0,0,0,"Bajo (0 - 33%)",Muerto,873333,1056790
832,"Palma botella, Palma imperial, Mapora",Palma,Maduro,0.53,0.3,0.1,0.1,0,0,0.9,3.5,2.6,3.2,0,1,0,0,0,"Alto (67 - 100%)",Sano,873340,1056800
833,Limon,Arbusto,Maduro,0.6,0,0.07,0.07,0.18,0.28,1.9,4.2,2.3,5,0,2,0,0,0,"Alto (67 - 100%)",Regular,873329,1056800
834,Zapote,Arbol,Maduro,0.25,0.15,0.05,0.05,0,0,1.7,3.1,1.4,3.2,0,1,0,0,0,"Medio (34 - 66%)",Regular,873317,1056810
835,Guanabano,Arbol,Maduro,0.3,0.21,0.07,0.07,0,0,1.2,3.8,2.6,2,0,1,0,0,0,"Alto (67 - 100%)",Regular,873303,1056810
836,Aguacate,Arbol,Maduro,0.4,0.3,0.1,0.1,0,0,2,5,3,6,0,1,0,0,0,"Alto (67 - 100%)",Regular,873291,1056810
837,Chiminango,Arbol,Maduro,1.95,0,0.25,0.25,0.68,0.9,3,9,6,18,0,4,0,0,0,"Alto (67 - 100%)",Regular,873241,1057200
838,Guacimo,Arbol,Maduro,2.86,1.03,0.33,0.33,0,0,3.7,9,5.3,16,0,1,0,0,0,"Alto (67 - 100%)",Regular,873247,1057200
839,"Limon swinglea, Swinglea",Arbol,Maduro,1,0,0.14,0.14,0.42,0.48,0.7,8,7.3,8,0,2,0,0,0,"Alto (67 - 100%)",Regular,873251,1057200
840,"Limon swinglea, Swinglea",Arbol,Maduro,0.93,0,0.17,0.17,0.38,0.68,3.7,6,2.3,4,0,2,0,0,0,"Medio (34 - 66%)",Regular,873253,1057200
841,"Limon swinglea, Swinglea",Arbol,Maduro,0.64,0.4,0.13,0.13,0,0,5.5,7,1.5,6,0,1,0,0,0,"Medio (34 - 66%)",Regular,873255,1057210
842,"Limon swinglea, Swinglea",Arbol,Juvenil,0.45,0.3,0.1,0.1,0,0,1.7,7.5,5.8,7.5,0,1,0,0,0,"Medio (34 - 66%)",Regular,873255,1057210
843,"Limon swinglea, Swinglea",Arbol,Maduro,1.1,0,0.16,0.16,0.27,0.75,3.7,7.5,3.8,10,0,2,0,0,0,"Medio (34 - 66%)",Regular,873257,1057200
844,Guacimo,Arbol,Maduro,1.8,0,0.11,0.11,0.22,0.47,0.4,7.5,7.1,16,0,8,0,0,0,"Alto (67 - 100%)",Regular,873252,1057210
845,Mamoncillo,Arbol,Juvenil,0.38,0.24,0.08,0.08,0,0,3,5.3,2.3,4.5,0,1,0,0,0,"Alto (67 - 100%)",Regular,873247,1057200
846,Guacimo,Arbol,Maduro,1.41,0,0.18,0.18,0.46,0.7,2.3,9.5,7.2,13,0,4,0,0,0,"Alto (67 - 100%)",Regular,873254,1057200
847,Guacimo,Arbol,Maduro,1.2,0,0.12,0.12,0.27,0.47,3.4,9,5.6,10,0,3,0,0,0,"Medio (34 - 66%)",Regular,873258,1057220
848,Guacimo,Arbol,Maduro,2.15,0,0.27,0.27,0.5,1.2,3,11,8,16,0,2,0,0,0,"Alto (67 - 100%)",Regular,873260,1057230
849,Guacimo,Arbol,Maduro,1.03,0.97,0.31,0.31,0,0,5,11,6,13,0,1,0,0,0,"Medio (34 - 66%)",Regular,873260,1057220
850,Guacimo,Arbol,Maduro,0.72,0,0.11,0.11,0.32,0.37,4.6,9,4.4,12,0,2,0,0,0,"Medio (34 - 66%)",Regular,873264,1057220
851,Guacimo,Arbol,Maduro,0.58,0.54,0.17,0.17,0,0,4,7.5,3.5,11,0,1,0,0,0,"Medio (34 - 66%)",Regular,873267,1057230
852,"Guadua amarilla, Bambu amarillo, Bambu",Bambu,Maduro,0,0.14,0.04,0.04,0,0,3,9,6,4.2,0,1,0,0,0,"Alto (67 - 100%)",Regular,873274,1057220
853,"Limon swinglea, Swinglea",Arbol,Maduro,1.32,0,0.13,0.13,0.3,0.51,3,6,3,6.5,0,10,0,0,0,"Bajo (0 - 33%)",Regular,873268,1057230
854,"Limon swinglea, Swinglea",Arbol,Maduro,1.45,0,0.14,0.14,0.39,0.51,2.2,7.5,5.3,8,0,4,0,0,0,"Alto (67 - 100%)",Regular,873272,1057230
855,Chiminango,Arbol,Maduro,2.4,1.83,0.58,0.58,0,0,4.5,12,7.5,18,0,1,0,0,0,"Alto (67 - 100%)",Regular,873278,1057220
856,Chiminango,Arbol,Maduro,2.3,1.86,0.59,0.59,0,0,3.8,12,8.2,15,0,1,0,0,0,"Alto (67 - 100%)",Regular,873286,1057230
857,Chiminango,Arbol,Maduro,2,0,0.39,0.39,0.85,1.6,4,10,6,16,0,2,0,0,0,"Bajo (0 - 33%)",Regular,873288,1057230
858,"Acacia amarilla, Acacia siamea",Arbol,Maduro,1.7,0,0.28,0.28,0.71,1.03,4.5,12,7.5,24,0,2,0,0,0,"Alto (67 - 100%)",Regular,873294,1057240
859,Guacimo,Arbol,Maduro,2.8,0,0.14,0.14,0.15,0.73,2.5,8.5,6,15,0,13,0,0,0,"Alto (67 - 100%)",Regular,873262,1057210
860,Guacimo,Arbol,Maduro,2.2,0,0.24,0.24,0.66,0.87,2.4,8.5,6.1,14,0,4,0,0,0,"Alto (67 - 100%)",Regular,873292,1057240
861,Chiminango,Arbol,Maduro,3.28,0,0.21,0.21,0.5,0.79,3,9,6,15,0,7,0,0,0,"Alto (67 - 100%)",Regular,873291,1057250
862,Guacimo,Arbol,Maduro,2,1.33,0.42,0.42,0,0,3.8,8.5,4.7,13,0,1,0,0,0,"Alto (67 - 100%)",Regular,873287,1057250
863,Guacimo,Arbol,Juvenil,1.07,0,0.21,0.21,0.54,0.75,3.5,10,6.5,12,0,5,0,0,0,"Alto (67 - 100%)",Regular,873298,1057260
864,Guacimo,Arbol,Juvenil,6.9,0,0.23,0.23,0.67,0.76,2.5,9,6.5,20,0,7,0,0,0,"Alto (67 - 100%)",Regular,873300,1057260
865,Guacimo,Arbol,Juvenil,1.03,0,0.12,0.12,0.35,0.4,1.6,6.5,4.9,11,0,6,0,0,0,"Alto (67 - 100%)",Regular,873294,1057260
866,Guacimo,Arbol,Juvenil,0.9,0.83,0.26,0.26,0,0,4,10.5,6.5,15,0,1,0,0,0,"Medio (34 - 66%)",Regular,873257,1057220
867,"Floramarillo, Velero, Vainillo",Arbol,Maduro,1.12,1,0.32,0.32,0,0,9,15,6,8.5,0,1,0,0,0,"Medio (34 - 66%)",Regular,873252,1057220
868,Guacimo,Arbol,Maduro,0.72,0,0.14,0.14,0.35,0.53,4,10,6,13,0,2,0,0,0,"Medio (34 - 66%)",Regular,873252,1057210
869,Guacimo,Arbol,Maduro,1.27,1.06,0.34,0.34,0,0,2.5,6.8,4.3,12,0,1,0,0,0,"Medio (34 - 66%)",Regular,873249,1057210
870,"Palo blanco",Arbol,Maduro,0.5,0.32,0.1,0.1,0,0,3.2,7.5,4.3,7,0,1,0,0,0,"Alto (67 - 100%)",Regular,873247,1057220
871,"Floramarillo, Velero, Vainillo",Arbol,Maduro,1.22,1,0.32,0.32,0,0,7,15,8,8,0,1,0,0,0,"Alto (67 - 100%)",Regular,873253,1057220
872,Guacimo,Arbol,Maduro,1.32,1.07,0.34,0.34,0,0,3.3,6,2.7,11,0,1,0,0,0,"Alto (67 - 100%)",Regular,873247,1057230
873,Chiminango,Arbol,Maduro,2.3,0,0.3,0.3,0.7,1.2,4,11,7,20,0,2,0,0,0,"Alto (67 - 100%)",Regular,873249,1057230
874,Guacimo,Arbol,Maduro,1.8,0,0.15,0.15,0.4,0.55,2.4,9,6.6,10,0,5,0,0,0,"Medio (34 - 66%)",Regular,873244,1057210
875,Guacimo,Arbol,Maduro,1.15,0,0.14,0.14,0.36,0.5,1.7,7,5.3,10,0,4,0,0,0,"Alto (67 - 100%)",Regular,873239,1057200
876,"Acacia amarilla, Acacia siamea",Arbol,Maduro,1.2,0,0.3,0.3,0.89,0.98,4,9,5,15,0,4,0,0,0,"Alto (67 - 100%)",Regular,873236,1057200
877,Chiminango,Arbol,Maduro,0.96,0.47,0.15,0.15,0,0,3.8,8.5,4.7,12,0,1,0,0,0,"Alto (67 - 100%)",Regular,873242,1057200
878,Chiminango,Arbol,Maduro,1.1,0.8,0.25,0.25,0,0,6,11,5,15,0,1,0,0,0,"Alto (67 - 100%)",Regular,873242,1057200
879,Guacimo,Arbol,Maduro,0.82,0,0.11,0.11,0.3,0.4,2.3,7.5,5.2,14,0,3,0,0,0,"Alto (67 - 100%)",Regular,873238,1057190
880,"Limon swinglea, Swinglea",Arbol,Maduro,0.96,0.72,0.23,0.23,0,0,1.5,10,8.5,9,0,1,0,0,0,"Alto (67 - 100%)",Regular,873240,1057180
881,Guacimo,Arbol,Maduro,2,0,0.22,0.22,0.54,0.83,4,9,5,13,0,5,0,0,0,"Alto (67 - 100%)",Regular,873241,1057180
882,Guacimo,Arbol,Maduro,2.2,0,0.21,0.21,0.54,0.76,2.5,9,6.5,15,0,11,0,0,0,"Alto (67 - 100%)",Regular,873242,1057180
883,Carbonero,Arbol,Maduro,0.58,0,0.06,0.06,0.16,0.22,2.7,4,1.3,6,0,2,0,0,0,"Medio (34 - 66%)",Regular,873236,1057180
884,Guanabano,Arbol,Maduro,0.7,0,0.07,0.07,0.16,0.3,2.5,7,4.5,3.5,0,2,0,0,0,"Bajo (0 - 33%)",Regular,873237,1057180
885,Guacimo,Arbol,Juvenil,0.53,0,0.06,0.06,0.16,0.24,3.5,5,1.5,3.5,0,2,0,0,0,"Medio (34 - 66%)",Regular,873238,1057180
886,Guacimo,Arbol,Maduro,0.78,0,0.14,0.14,0.38,0.53,4,9,5,10,0,2,0,0,0,"Alto (67 - 100%)",Regular,873239,1057180
887,Guacimo,Arbol,Maduro,0.75,0,0.09,0.09,0.25,0.3,3.8,8,4.2,6,0,2,0,0,0,"Bajo (0 - 33%)",Regular,873234,1057180
888,Guacimo,Arbol,Maduro,0.43,0.39,0.12,0.12,0,0,2.5,4.5,2,5,0,1,0,0,0,"Bajo (0 - 33%)",Regular,873232,1057180
889,Guacimo,Arbol,Maduro,0.93,0,0.15,0.15,0.42,0.5,4.5,8.5,4,8,0,2,0,0,0,"Medio (34 - 66%)",Regular,873234,1057180
890,Guacimo,Arbol,Maduro,1.56,0.99,0.32,0.32,0,0,4,9.5,5.5,13,0,1,0,0,0,"Alto (67 - 100%)",Regular,873232,1057180
891,Carbonero,Arbol,Maduro,0.8,0,0.06,0.06,0.15,0.25,1.7,4.5,2.8,3.8,0,5,0,0,0,"Bajo (0 - 33%)",Regular,873236,1057180
892,Guacimo,Arbol,Maduro,2.1,0,0.34,0.34,0.34,1.8,4,12,8,12,0,3,0,0,0,"Alto (67 - 100%)",Regular,873235,1057170
893,Guacimo,Arbol,Maduro,0.8,0,0.18,0.18,0.44,0.7,4,9,5,13,0,2,0,0,0,"Alto (67 - 100%)",Regular,873234,1057170
894,Chiminango,Arbol,Maduro,2,0,0.16,0.16,0.35,0.66,4,11,7,12,0,4,0,0,0,"Medio (34 - 66%)",Regular,873241,1057170
895,Francesina,Arbusto,Maduro,0.28,0,0.06,0.06,0.18,0.22,1.9,2.8,0.9,2.5,0,2,0,0,0,"Alto (67 - 100%)",Regular,873490,1057020
896,Almendro,Arbol,Maduro,1.1,0.96,0.31,0.31,0,0,3.8,5.4,1.6,13,0,1,0,0,0,"Alto (67 - 100%)",Regular,873484,1057020
897,Almendro,Arbol,Maduro,0.26,0.18,0.06,0.06,0,0,1.2,2.1,0.9,2.8,0,1,0,0,0,"Alto (67 - 100%)",Regular,873485,1057010
898,Almendro,Arbol,Maduro,0.28,0.21,0.07,0.07,0,0,2,2.7,0.7,2.7,0,1,0,0,0,"Alto (67 - 100%)",Regular,873487,1057010
899,Almendro,Arbol,Maduro,0.93,0.66,0.21,0.21,0,0,1.2,2.8,1.6,5,0,1,0,0,0,"Medio (34 - 66%)",Regular,873487,1057000
900,Francesina,Arbusto,Maduro,0.51,0,0.05,0.05,0.15,0.17,1.1,2,0.9,1.8,0,4,0,0,0,"Medio (34 - 66%)",Regular,873489,1056980
901,"Dracaena roja","Planta arbustiva",Maduro,0.96,0,0.08,0.08,0.23,0.28,0.6,4,3.4,1.8,0,4,0,0,0,"Alto (67 - 100%)",Regular,873488,1056970
902,Aguacate,Arbol,Maduro,0.5,0.73,0.23,0.23,0,0,2.5,4.6,2.1,5.5,0,1,0,0,0,"Medio (34 - 66%)",Regular,873525,1056740
903,Aguacate,Arbol,Maduro,0.68,0.6,0.19,0.19,0,0,2.4,6,3.6,7,0,1,0,0,0,"Alto (67 - 100%)",Regular,873526,1056740
904,"Acacia robinia",Arbol,Maduro,1.86,0,0.26,0.26,0.76,0.85,5,8.5,3.5,13,0,4,0,0,0,"Alto (67 - 100%)",Regular,873526,1056730
905,Mandarina,Arbusto,Maduro,0.7,0,0.08,0.08,0.18,0.35,1.8,5,3.2,8,0,5,0,0,0,"Alto (67 - 100%)",Regular,873529,1056720
906,"Acacia robinia",Arbol,Maduro,1.5,0,0.29,0.29,0.85,0.97,4.5,6.8,2.3,15,0,2,0,0,0,"Medio (34 - 66%)",Regular,873531,1056710
907,"Amancayo, Blanco, Azuceno",Arbol,Maduro,0.5,0,0.12,0.12,0.36,0.37,1.4,4,2.6,5.5,0,2,0,0,0,"Medio (34 - 66%)",Regular,873533,1056700
908,Coca,Arbusto,Maduro,0.38,0,0.08,0.08,0.18,0.3,4,6.3,2.3,6,0,6,0,0,0,"Medio (34 - 66%)",Regular,873534,1056700
909,Limon,Arbusto,Maduro,0.72,0.62,0.2,0.2,0,0,1.8,3,1.2,2.5,0,1,0,0,0,"Bajo (0 - 33%)",Regular,873723,1056350
910,"Dracaena roja","Planta arbustiva",Maduro,0.7,0,0.06,0.06,0.16,0.24,1.5,3.1,1.6,3.5,0,6,0,0,0,"Alto (67 - 100%)",Regular,873881,1056340
911,"Palma areca",Palma,Maduro,1.4,0,0.08,0.08,0.2,0.32,1.5,3.1,1.6,4,0,3,0,0,0,"Alto (67 - 100%)",Sano,873881,1056340
912,"Palma areca",Palma,Maduro,1.15,0,0.08,0.08,0.15,0.35,1,2.4,1.4,3,0,2,0,0,0,"Alto (67 - 100%)",Sano,873880,1056340
913,"Floramarillo, Velero, Vainillo",Arbol,Maduro,0.9,0.85,0.27,0.27,0,0,3,7,4,7.5,0,1,0,0,0,"Bajo (0 - 33%)",Regular,873928,1056340
914,"Floramarillo, Velero, Vainillo",Arbol,Maduro,1.1,0.92,0.29,0.29,0,0,4,8,4,10.2,0,1,0,0,0,"Bajo (0 - 33%)",Regular,873930,1056340
915,Chiminango,Arbol,Maduro,0.62,0.6,0.19,0.19,0,0,1.2,4,2.8,4.5,0,1,0,0,0,"Medio (34 - 66%)",Regular,873932,1056340
916,"Palma areca",Palma,Maduro,1.46,0,0.1,0.1,0.26,0.35,1.4,3.7,2.3,4,0,3,0,0,0,"Alto (67 - 100%)",Regular,873671,1056350
917,Leucaena,Arbol,Maduro,1.1,0.8,0.25,0.25,0,0,2,9,7,9,0,1,0,0,0,"Bajo (0 - 33%)",Regular,873677,1056350
918,"Dracaena roja","Planta arbustiva",Maduro,0.35,0.29,0.09,0.09,0,0,1.6,3.5,1.9,3.5,0,1,0,0,0,"Bajo (0 - 33%)",Regular,873681,1056360
919,Leucaena,Arbol,Maduro,0.14,0.1,0.03,0.03,0,0,1.2,3.2,2,2,0,1,0,0,0,"Alto (67 - 100%)",Sano,873686,1056360
920,"Palma botella, Palma imperial, Mapora",Palma,Juvenil,2.15,1.52,0.48,0.48,0,0,4.5,6.5,2,6.4,0,1,0,0,0,"Alto (67 - 100%)",Regular,873787,1058770
