ID2;id;Barrio;barrio;comuna;Id_Arbol;grupo;nombre_comun;nombre_cientifico;union;familia;vegetacion;edad;perimetro;cobertura;confinamiento;emplazamiento;pb;pap;DAP;DAP2;papdel;papgrueso;altura_fuste;altura_arbol;diferencia;diametro_copa;inclinacion;orientacion;otra_orientacion;fuste;tallos;raiz;raiz_expuesta;copa;densidad_copa;vitalidad;Norte;Este
1834;0101G25266208;101;Terron Colorado;1;266208;G25 ;Dracaena arborea;Dracaena arborea;Dracaena arborea (Dracaena arborea);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.87;0;0.04;0.04;0.09;0.18;1.5;6;4.5;2;0;Ninguna;N/A;Fuste Polifurcado;17;Subterranea    ;No;Columnar       ;Bajo (0 - 33%)      ;Regular ;873829,23;1058024,16
1835;0101G25266209;101;Terron Colorado;1;266209;G25 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.35;0;0.05;0.05;0.12;0.2;1.6;2.5;0.9;2.9;0;Ninguna;N/A;Fuste Polifurcado;6;Subterranea    ;No;Aparasolada    ;Bajo (0 - 33%)      ;Sano    ;873830,85;1058057,32
1836;0101G25266210;101;Terron Colorado;1;266210;G25 ;Resucitado;Hibiscus rosa-sinensis;Hibiscus rosa-sinensis (Resucitado);Malvaceae;Arbusto;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.6;0;0.05;0.05;0.15;0.18;1.5;3.9;2.4;2.5;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873829,95;1058064,64
1837;0101G25266211;101;Terron Colorado;1;266211;G25 ;Cheflera;Schefflera actinophylla;Schefflera actinophylla (Cheflera);Araliaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.1;0.43;0.14;0.14;0;0;1.8;6.1;4.3;1.5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873830,56;1058078,56
1838;0101G25266212;101;Terron Colorado;1;266212;G25 ;Ficus benjamina, Caucho benjamin;Ficus benjamina;Ficus benjamina (Ficus benjamina, Caucho benjamin);Moraceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.05;0;0.06;0.06;0.1;0.25;1.3;6;4.7;4;0;Ninguna;N/A;Fuste Polifurcado;11;Subterranea    ;Si;Globosa        ;Alto (67 - 100%)    ;Regular ;873829,7;1058086,74
1839;0101G25266213;101;Terron Colorado;1;266213;G25 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Cesped              ;No;Anden                              ;2.4;0;0.05;0.05;0.13;0.17;1.9;4.2;2.3;6;0;Ninguna;N/A;Fuste Polifurcado;24;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Regular ;873827,88;1058082,48
1840;0101G25266214;101;Terron Colorado;1;266214;G25 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.3;0;0.06;0.06;0.15;0.23;1.9;3.9;2;4.2;0;Ninguna;N/A;Fuste Polifurcado;4;Subterranea    ;No;Aparasolada    ;Bajo (0 - 33%)      ;Regular ;873850,61;1058098,06
1841;0101G25266215;101;Terron Colorado;1;266215;G25 ;Ebano, Ebano costeno;Caesalpinia ebano;Caesalpinia ebano (Ebano, Ebano costeno);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.74;0.69;0.22;0.22;0;0;2;3.5;1.5;6;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Sano    ;873850,02;1058109,72
1842;0101G25266216;101;Terron Colorado;1;266216;G25 ;Ebano, Ebano costeno;Caesalpinia ebano;Caesalpinia ebano (Ebano, Ebano costeno);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.89;0;0.08;0.08;0.25;0.27;2.5;3.8;1.3;3.1;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873843,21;1058109,53
1843;0101G25266217;101;Terron Colorado;1;266217;G25 ;Ebano, Ebano costeno;Caesalpinia ebano;Caesalpinia ebano (Ebano, Ebano costeno);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.6;0;0.07;0.07;0.12;0.32;2.2;4.2;2;6.5;0;Ninguna;N/A;Fuste Polifurcado;7;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873839,81;1058110,87
1844;0101G25266218;101;Terron Colorado;1;266218;G25 ;Palma manila, Palma navidad;Adonidia merrillii;Adonidia merrillii (Palma manila, Palma navidad);Arecaceae;Palma;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;0.84;0.35;0.11;0.11;0;0;2.5;4.1;1.6;3.4;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;Si;Aparasolada    ;Bajo (0 - 33%)      ;Regular ;873542,36;1057590,55
1845;0101G25266219;101;Terron Colorado;1;266219;G25 ;Dracaena roja;Dracaena fragrans;Dracaena fragrans (Dracaena roja);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;0.5;0.2;0.06;0.06;0;0;1.9;4.7;2.8;1.5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873541,42;1057584,39
1846;0101G25266220;101;Terron Colorado;1;266220;G25 ;Mango;Mangifera indica;Mangifera indica (Mango);Anacardiaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;2.2;0;0.41;0.41;0.72;1.85;4.9;6.5;1.6;8.3;0;Ninguna;N/A;Fuste Polifurcado;4;Subterranea    ;Si;Irregular      ;Medio (34 - 66%)    ;Regular ;873520,43;1057597,39
1847;0101G25266221;101;Terron Colorado;1;266221;G25 ;Cipres;Cupressus lusitanica;Cupressus lusitanica (Cipres);Cupressaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;1.64;1.38;0.44;0.44;0;0;4.1;9;4.9;7.5;10;Hacia la via;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873515,31;1057596,6
1848;0101G25266222;101;Terron Colorado;1;266222;G25 ;Sauce Costeno, Bohio;Clitoria fairchildiana;Clitoria fairchildiana (Sauce Costeno, Bohio);Fabaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;1.85;0;0.11;0.11;0.32;0.35;5.2;8.5;3.3;7.2;0;Ninguna;N/A;Fuste Polifurcado;5;Subterranea    ;Si;Irregular      ;Medio (34 - 66%)    ;Regular ;873585,54;1057822,24
1849;0101G25266223;101;Terron Colorado;1;266223;G25 ;Sauce Costeno, Bohio;Clitoria fairchildiana;Clitoria fairchildiana (Sauce Costeno, Bohio);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;1.4;0;0.22;0.22;0.6;0.8;4.5;6.9;2.4;8.7;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873582,76;1057825,72
1850;0101G25266224;101;Terron Colorado;1;266224;G25 ;Chiminango;Pithecellobium dulce;Pithecellobium dulce (Chiminango);Fabaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;2.3;2;0.64;0.64;0;0;4;6.5;2.5;8.7;10;Otro;zona verde;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873586,29;1057831,82
1851;0101G25266225;101;Terron Colorado;1;266225;G25 ;Ficus Higueron, Ficus insipida, Caucho Insipida;Ficus insipida;Ficus insipida (Ficus Higueron, Ficus insipida, Caucho Insipida);Moraceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;0.7;0.6;0.19;0.19;0;0;3.5;6.9;3.4;7;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;Si;Irregular      ;Medio (34 - 66%)    ;Regular ;873587,99;1057833,52
1852;0101G25266226;101;Terron Colorado;1;266226;G25 ;Chiminango;Pithecellobium dulce;Pithecellobium dulce (Chiminango);Fabaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;2.55;0;0.25;0.25;0.48;1.08;3.9;6.7;2.8;9;0;Ninguna;N/A;Fuste Polifurcado;4;Subterranea    ;Si;Irregular      ;Bajo (0 - 33%)      ;Regular ;873578,09;1057840,85
1853;0101G25266227;101;Terron Colorado;1;266227;G25 ;Chiminango;Pithecellobium dulce;Pithecellobium dulce (Chiminango);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;2.12;0;0.21;0.21;0.18;1.15;6;8.9;2.9;7.2;0;Ninguna;N/A;Fuste Polifurcado;5;Subterranea    ;Si;Irregular      ;Medio (34 - 66%)    ;Regular ;873580,41;1057841,34
1854;0101G25266228;101;Terron Colorado;1;266228;G25 ;Chiminango;Pithecellobium dulce;Pithecellobium dulce (Chiminango);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;2.68;0;0.31;0.31;0.76;1.16;3.5;6;2.5;7;0;Ninguna;N/A;Fuste Polifurcado;4;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873579,74;1057848,78
1855;0101G25266229;101;Terron Colorado;1;266229;G25 ;Chiminango;Pithecellobium dulce;Pithecellobium dulce (Chiminango);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;2.15;0;0.25;0.25;0.52;1.05;5.2;6.2;1;7;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873583,54;1057844,08
1856;0101G25266230;101;Terron Colorado;1;266230;G25 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;1.45;1.3;0.41;0.41;0;0;6.7;8.5;1.8;10.2;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873582,43;1057854,66
1857;0101G25266231;101;Terron Colorado;1;266231;G25 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;0.7;0.58;0.18;0.18;0;0;5.3;8.9;3.6;5.3;15;Otro;la cancha;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873572,38;1057845,42
1858;0101G25266232;101;Terron Colorado;1;266232;G25 ;Nacedero, Madre de agua;Trichanthera gigantea;Trichanthera gigantea (Nacedero, Madre de agua);Acanthaceae;Arbol;Juvenil        ;N/A;Piso duro           ;No;Escenario depor/cult               ;0.54;0.16;0.05;0.05;0;0;2;3.5;1.5;2.1;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873564,33;1057774,7
1859;0101G25266233;101;Terron Colorado;1;266233;G25 ;Nacedero, Madre de agua;Trichanthera gigantea;Trichanthera gigantea (Nacedero, Madre de agua);Acanthaceae;Arbol;Juvenil        ;N/A;Piso duro           ;No;Escenario depor/cult               ;0.32;0;0.04;0.04;0.09;0.15;2;3.2;1.2;2.1;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873564,79;1057772,88
1860;0101G25266234;101;Terron Colorado;1;266234;G25 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;1.57;1.3;0.41;0.41;0;0;3.5;8.9;5.4;7.3;10;Otro;zona verde;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873565,13;1057753,06
1861;0101G25266235;101;Terron Colorado;1;266235;G25 ;Chiminango;Pithecellobium dulce;Pithecellobium dulce (Chiminango);Fabaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;4.5;0;0.25;0.25;0.2;1.35;4.7;8.2;3.5;13;25;Hacia la via;N/A;Fuste Polifurcado;6;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873555,71;1057744,86
1862;0101G25266236;101;Terron Colorado;1;266236;G25 ;Algodon;Gossypium barbadense;Gossypium barbadense (Algodon);Malvaceae;Arbusto;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;0.44;0;0.03;0.03;0.09;0.11;1.5;2.2;0.7;2.5;0;Ninguna;N/A;Fuste Polifurcado;4;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873546,12;1057734,65
1863;0101G25266237;101;Terron Colorado;1;266237;G25 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;0.64;0;0.11;0.11;0.32;0.38;2;6.9;4.9;2.5;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Irregular      ;Alto (67 - 100%)    ;Regular ;873502,43;1057732,18
1864;0101G25266238;101;Terron Colorado;1;266238;G25 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;0.76;0;0.11;0.11;0.18;0.5;1.5;4.1;2.6;2;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Irregular      ;Alto (67 - 100%)    ;Regular ;873504;1057732,47
1865;0101G25266239;101;Terron Colorado;1;266239;G25 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;0.96;0;0.08;0.08;0.08;0.44;2.2;6.05;3.85;2.1;0;Ninguna;N/A;Fuste Polifurcado;5;Subterranea    ;No;Irregular      ;Alto (67 - 100%)    ;Regular ;873499,39;1057737,21
1866;0101G25266240;101;Terron Colorado;1;266240;G25 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;0.78;0;0.09;0.09;0.17;0.39;1.5;4.1;2.6;2.2;0;Ninguna;N/A;Fuste Polifurcado;6;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873506,43;1057738,33
1867;0101G25266241;101;Terron Colorado;1;266241;G25 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;0.45;0;0.03;0.03;0.06;0.14;1.2;2.5;1.3;1.3;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873504,28;1057736,53
1868;0101G25266242;101;Terron Colorado;1;266242;G25 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;0.3;0.2;0.06;0.06;0;0;4.2;6;1.8;1.5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873506,4;1057738,84
1869;0101G25266243;101;Terron Colorado;1;266243;G25 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;0.9;0;0.11;0.11;0.12;0.57;3;7.5;4.5;2.2;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873506,63;1057739,68
1870;0101G25266244;101;Terron Colorado;1;266244;G25 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;0.92;0;0.1;0.1;0.2;0.4;1.8;8.1;6.3;2;0;Ninguna;N/A;Fuste Polifurcado;5;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873507,55;1057741,25
1871;0101G25266245;101;Terron Colorado;1;266245;G25 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;0.7;0;0.08;0.08;0.13;0.36;1.5;7.9;6.4;2.2;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873507,97;1057742,43
1872;0101G25266246;101;Terron Colorado;1;266246;G25 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;1.7;0;0.16;0.16;0.46;0.55;5.3;8.9;3.6;7;0;Ninguna;N/A;Fuste Polifurcado;4;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873507,53;1057744,56
1873;0101G25266247;101;Terron Colorado;1;266247;G25 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;0.44;0.36;0.11;0.11;0;0;1.3;3.1;1.8;2;10;Otro;zona verde;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873507,25;1057747,65
1874;0101G25266248;101;Terron Colorado;1;266248;G25 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;1.08;0;0.1;0.1;0.24;0.36;3.1;6.9;3.8;4.8;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873529,48;1057755,42
1875;0101G25266249;101;Terron Colorado;1;266249;G25 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;1.28;1.15;0.37;0.37;0;0;5.9;8;2.1;6.7;15;Otro;zona verde;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873530,58;1057758,08
1876;0101G25266250;101;Terron Colorado;1;266250;G25 ;Arrayan cerezo;Myrcia selloi;Myrcia selloi (Arrayan cerezo);Myrtaceae;Arbusto;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;0.68;0;0.04;0.04;0.1;0.13;1.2;2.5;1.3;1.1;0;Ninguna;N/A;Fuste Polifurcado;6;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873531,56;1057756,58
1877;0101G25266251;101;Terron Colorado;1;266251;G25 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;1.6;0;0.35;0.35;1.03;1.14;8;10.9;2.9;12;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873529,12;1057758,49
1878;0101G25266252;101;Terron Colorado;1;266252;G25 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;0.9;0;0.14;0.14;0.35;0.56;2;4.1;2.1;6;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;Si;Irregular      ;Medio (34 - 66%)    ;Regular ;873504,1;1057784,89
1879;0101G25266253;101;Terron Colorado;1;266253;G25 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;7.5;0;0.37;0.37;0.88;1.45;8;10;2;13.5;0;Ninguna;N/A;Fuste Polifurcado;6;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873508,14;1057770,35
1880;0101G25266254;101;Terron Colorado;1;266254;G25 ;Balso, Balsa, Balso negro, Balso tambor;Ochroma pyramidale;Ochroma pyramidale (Balso, Balsa, Balso negro, Balso tambor);Bombacaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;2.5;2.47;0.79;0.79;0;0;11.7;13.9;2.2;16;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Alto (67 - 100%)    ;Regular ;873486,08;1057794,29
1881;0101G25266255;101;Terron Colorado;1;266255;G25 ;Aliso de rio, Sauce playero;Tessaria integrifolia;Tessaria integrifolia (Aliso de rio, Sauce playero);Asteraceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;0.48;0.29;0.09;0.09;0;0;5.7;7.9;2.2;3.5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873496,47;1057809,12
1882;0101G25266256;101;Terron Colorado;1;266256;G25 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;6;0;0.29;0.29;0.66;1.14;2;9.5;7.5;13;0;Ninguna;N/A;Fuste Polifurcado;6;Subterranea    ;Si;Irregular      ;Alto (67 - 100%)    ;Regular ;873510,61;1057864,58
1883;0101G25266257;101;Terron Colorado;1;266257;G25 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;0.85;0;0.07;0.07;0.13;0.3;1.7;6;4.3;8;0;Ninguna;N/A;Fuste Polifurcado;5;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873502,53;1057855,3
1884;0101G25266258;101;Terron Colorado;1;266258;G25 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;1.35;0;0.15;0.15;0.45;0.48;3;5.9;2.9;7.2;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873501;1057852,16
1885;0101G25266259;101;Terron Colorado;1;266259;G25 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;1.5;1.35;0.43;0.43;0;0;12;14.5;2.5;9.5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873496,66;1057860,07
1886;0101G25266260;101;Terron Colorado;1;266260;G25 ;Chiminango;Pithecellobium dulce;Pithecellobium dulce (Chiminango);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;1.8;0;0.17;0.17;0.24;0.82;3;6.9;3.9;6;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873498,65;1057872,41
1887;0101G25266261;101;Terron Colorado;1;266261;G25 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;1.55;1.44;0.46;0.46;0;0;4.5;8;3.5;11;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873570,73;1057919,52
1888;0101G25266262;101;Terron Colorado;1;266262;G25 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;0.7;0.6;0.19;0.19;0;0;2.5;7.5;5;4;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873568,17;1057918,59
1889;0101G25266263;101;Terron Colorado;1;266263;G25 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;2.26;0;0.26;0.26;0.6;1.02;4;6.7;2.7;8.5;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873578,17;1057942,25
